user_id,risk,label,pv_cnt,cart_cnt,fav_cnt,buy_cnt,act_days,cat_width,recency,tenure,buy_rate,cart_fav,cart_buy_ratio
10027,0.5785582657531713,0,37,1,1,2,4,11,2,4,0.5,2,1.0
10034,0.5547051756946983,0,152,4,0,3,6,27,1,5,0.5,4,1.3333333333333333
10035,0.4989198668794751,1,95,1,10,4,4,27,3,3,1.0,11,2.75
10044,0.5747048637096343,1,70,9,0,2,5,21,2,4,0.4,9,4.5
10053,0.618413562166786,1,23,0,1,1,5,17,1,5,0.2,1,1.0
10057,0.555418103125039,0,84,2,0,3,4,10,2,4,0.75,2,0.6666666666666666
10075,0.5975656847429569,1,21,6,4,2,6,12,1,5,0.3333333333333333,10,5.0
10086,0.5661451984792645,1,17,1,1,2,4,7,1,4,0.5,2,1.0
10092,0.5939160586460533,1,17,5,0,1,5,8,1,5,0.2,5,5.0
10096,0.7219742716508949,1,37,0,0,1,4,17,1,3,0.25,0,0.0
10111,0.5655247155721288,1,51,15,1,1,5,15,2,4,0.2,16,16.0
10114,0.5609139031612318,1,131,8,0,3,5,27,1,4,0.6,8,2.6666666666666665
10128,0.6198791021482426,1,51,5,1,1,6,21,1,5,0.16666666666666666,6,6.0
10139,0.649806786659265,1,139,10,1,1,6,18,1,5,0.16666666666666666,11,11.0
10146,0.5589026833657218,0,49,0,0,1,2,17,5,1,0.5,0,0.0
10154,0.6696977794618273,1,178,0,5,1,6,22,1,5,0.16666666666666666,5,5.0
10169,0.5931725897413003,1,61,1,4,3,6,34,1,5,0.5,5,1.6666666666666667
10170,0.43786717970379396,0,37,0,1,5,5,7,2,4,1.0,1,0.2
10179,0.6388627804914113,0,94,3,18,1,6,37,1,5,0.16666666666666666,21,21.0
10199,0.591721225929494,1,185,0,0,2,6,26,1,5,0.3333333333333333,0,0.0
10218,0.6252057274842542,0,93,1,0,1,6,29,1,5,0.16666666666666666,1,1.0
10226,0.5825014453407195,0,66,10,0,1,5,24,1,5,0.2,10,10.0
10230,0.5942648452680976,0,83,2,12,1,5,26,1,5,0.2,14,14.0
10236,0.48939000218497747,1,105,13,0,7,6,23,1,5,1.1666666666666667,13,1.8571428571428572
10263,0.5272564739061788,1,30,3,0,3,3,14,2,2,1.0,3,1.0
10267,0.46608674956117246,0,86,10,1,4,6,15,1,5,0.6666666666666666,11,2.75
10290,0.5374622914736231,0,42,13,0,1,4,24,3,3,0.25,13,13.0
10295,0.5177720558745864,0,120,0,0,3,4,32,2,4,0.75,0,0.0
10296,0.6174246718255162,0,85,1,0,1,6,34,1,5,0.16666666666666666,1,1.0
10297,0.5333624726419766,0,145,13,0,2,6,10,1,5,0.3333333333333333,13,6.5
10299,0.6037996183082307,0,70,8,2,1,6,24,1,5,0.16666666666666666,10,10.0
10301,0.6352356769923643,0,145,3,17,2,6,19,1,5,0.3333333333333333,20,10.0
10306,0.6159098107231864,1,9,1,0,1,4,5,2,4,0.25,1,1.0
10311,0.5780704871328507,1,52,11,0,2,3,18,1,3,0.6666666666666666,11,5.5
10315,0.6423297248781156,1,165,17,0,1,6,15,1,5,0.16666666666666666,17,17.0
10321,0.5256123791163242,0,16,0,1,2,3,8,3,2,0.6666666666666666,1,0.5
10330,0.570407960500246,1,14,1,1,1,1,5,1,0,1.0,2,2.0
10363,0.34542996745083004,0,68,36,0,5,6,49,1,5,0.8333333333333334,36,7.2
10365,0.5901405664458614,0,203,0,32,7,6,50,1,5,1.1666666666666667,32,4.571428571428571
10371,0.6301076950978814,1,13,0,0,1,2,3,3,3,0.5,0,0.0
10386,0.5705245838518639,1,17,0,0,2,5,5,1,5,0.4,0,0.0
10388,0.5694636408124473,1,15,1,4,3,5,8,1,5,0.6,5,1.6666666666666667
10395,0.4938589184764023,0,6,1,0,2,2,6,2,1,1.0,1,0.5
10396,0.5326287692421733,0,80,0,0,3,5,14,1,5,0.6,0,0.0
10404,0.4930345599047991,0,27,0,1,3,4,18,2,4,0.75,1,0.3333333333333333
10407,0.5557534078346806,0,145,7,0,2,6,63,1,5,0.3333333333333333,7,3.5
10422,0.6165061948879229,1,128,7,1,1,6,34,1,5,0.16666666666666666,8,8.0
10435,0.586485440043308,0,112,0,18,1,4,19,1,3,0.25,18,18.0
10449,0.6521006242252539,0,82,0,0,1,5,33,1,5,0.2,0,0.0
10452,0.5481929289870842,1,88,0,0,3,4,18,2,4,0.75,0,0.0
10458,0.5921255839540401,0,39,2,0,1,5,13,1,5,0.2,2,2.0
10464,0.6248057614517349,1,100,1,0,1,5,18,1,5,0.2,1,1.0
10469,0.4277946346833302,1,27,5,0,11,5,17,2,4,2.2,5,0.45454545454545453
10476,0.43639360004715116,0,29,1,0,4,6,10,1,5,0.6666666666666666,1,0.25
10487,0.5572277587176827,1,31,0,1,2,4,15,1,3,0.5,1,0.5
10490,0.5673178520225147,0,7,0,0,2,1,7,2,0,2.0,0,0.0
10502,0.48361831718161197,0,28,0,2,3,3,17,1,2,1.0,2,0.6666666666666666
10512,0.6460839184047161,0,35,1,0,1,6,16,1,5,0.16666666666666666,1,1.0
10514,0.6002164552463988,1,46,10,0,1,4,21,1,4,0.25,10,10.0
10519,0.3313456622650923,0,3,0,0,3,3,5,1,4,1.0,0,0.0
10524,0.6254473511492474,1,48,2,17,1,5,15,1,5,0.2,19,19.0
10526,0.6176103779986604,0,96,7,2,1,6,20,1,5,0.16666666666666666,9,9.0
10529,0.6586170694573905,1,124,3,0,1,6,17,1,5,0.16666666666666666,3,3.0
10552,0.5172481830425285,0,65,16,0,2,4,14,2,4,0.5,16,8.0
10615,0.669356550035776,1,177,8,2,1,6,40,1,5,0.16666666666666666,10,10.0
10618,0.5227266139322723,0,11,9,0,2,3,9,2,4,0.6666666666666666,9,4.5
10622,0.5049040278477013,1,39,2,0,4,4,12,1,3,1.0,2,0.5
10628,0.6173954998115524,0,56,3,0,1,6,28,1,5,0.16666666666666666,3,3.0
10629,0.5957110114790176,1,17,5,0,2,6,10,1,5,0.3333333333333333,5,2.5
10630,0.5728709606489112,1,23,5,1,2,3,8,1,5,0.6666666666666666,6,3.0
10642,0.6228394066895866,1,58,0,2,1,6,15,1,5,0.16666666666666666,2,2.0
10667,0.5243033517350838,1,7,3,0,1,2,2,1,3,0.5,3,3.0
10668,0.39592210753220203,0,110,8,0,6,6,38,1,5,1.0,8,1.3333333333333333
10669,0.5586787629566733,1,56,0,1,2,6,13,1,5,0.3333333333333333,1,0.5
10671,0.651537020819798,1,128,3,0,1,6,24,1,5,0.16666666666666666,3,3.0
10676,0.5283646283259639,1,4,0,0,1,2,3,2,1,0.5,0,0.0
10681,0.3236458559079664,1,126,11,0,12,6,35,1,5,2.0,11,0.9166666666666666
10683,0.4604928070463862,0,21,0,0,3,4,9,1,5,0.75,0,0.0
10686,0.6248133263464853,1,59,3,0,1,6,14,1,5,0.16666666666666666,3,3.0
10694,0.3828053032048384,0,0,0,0,2,2,1,1,1,1.0,0,0.0
10705,0.5977886562290087,1,16,2,0,1,3,9,1,4,0.3333333333333333,2,2.0
10727,0.6486224461034044,1,15,7,0,1,3,9,2,2,0.3333333333333333,7,7.0
10752,0.6548700061828415,1,215,0,17,2,6,13,1,5,0.3333333333333333,17,8.5
10755,0.6074950836703122,1,13,2,0,1,2,9,3,2,0.5,2,2.0
10757,0.5853106489643688,0,49,3,0,2,6,9,1,5,0.3333333333333333,3,1.5
10769,0.6354998092925398,0,144,2,1,1,6,58,1,5,0.16666666666666666,3,3.0
10772,0.5384504499258294,0,111,4,0,3,6,30,1,5,0.5,4,1.3333333333333333
10776,0.4436090413024422,0,82,7,1,4,5,25,1,5,0.8,8,2.0
10777,0.5908161624563736,1,32,11,0,1,6,15,1,5,0.16666666666666666,11,11.0
10779,0.3608003026367543,0,1,0,0,2,2,2,2,4,1.0,0,0.0
10790,0.6118431414723002,1,43,6,0,1,5,16,1,5,0.2,6,6.0
10806,0.5725707747227576,1,15,0,0,2,4,6,1,3,0.5,0,0.0
10810,0.6068391662146108,0,23,1,0,1,5,10,1,5,0.2,1,1.0
10836,0.5888998689704867,1,68,3,2,2,6,16,1,5,0.3333333333333333,5,2.5
10843,0.5818374990599712,1,117,14,0,1,5,30,1,5,0.2,14,14.0
10849,0.5374725139906278,1,34,3,1,3,5,24,1,4,0.6,4,1.3333333333333333
10851,0.61911960995451,0,12,0,0,1,3,8,2,4,0.3333333333333333,0,0.0
10858,0.44311147629356906,1,82,3,0,6,5,21,1,5,1.2,3,0.5
10871,0.580799186206491,0,103,3,5,2,6,24,1,5,0.3333333333333333,8,4.0
10876,0.7197646890662167,1,0,6,0,1,3,4,2,3,0.3333333333333333,6,6.0
10877,0.48795316962817575,1,58,10,3,10,5,21,2,4,2.0,13,1.3
10882,0.6053185979007566,1,83,1,1,1,4,13,1,5,0.25,2,2.0
10888,0.5664788790108677,1,109,1,4,3,5,30,1,4,0.6,5,1.6666666666666667
10895,0.6022081309178022,1,24,0,3,1,6,10,1,5,0.16666666666666666,3,3.0
10899,0.2914671930905558,0,75,6,1,9,6,15,1,5,1.5,7,0.7777777777777778
10905,0.5618844791816149,0,40,1,0,1,1,6,1,0,1.0,1,1.0
10926,0.5262008522884057,0,24,7,4,3,5,15,1,5,0.6,11,3.6666666666666665
10935,0.6236202418426288,1,13,0,0,1,2,4,2,2,0.5,0,0.0
10960,0.5499602176893301,1,35,7,1,3,4,7,1,5,0.75,8,2.6666666666666665
10968,0.37157808574757184,0,10,0,6,4,5,7,1,5,0.8,6,1.5
10983,0.6092002190133492,1,14,3,0,1,3,9,1,3,0.3333333333333333,3,3.0
10984,0.5313060017073746,0,81,9,0,3,6,30,1,5,0.5,9,3.0
10996,0.4888060179748778,1,164,5,1,4,6,29,1,5,0.6666666666666666,6,1.5
11016,0.49218880461981096,1,102,0,0,4,6,23,1,5,0.6666666666666666,0,0.0
11019,0.5984440810184559,1,32,3,0,1,5,19,1,5,0.2,3,3.0
11045,0.42412820295196924,0,52,1,0,4,6,22,1,5,0.6666666666666666,1,0.25
11058,0.5321768483855108,1,163,18,0,2,6,23,1,5,0.3333333333333333,18,9.0
11079,0.5778460679708833,0,198,9,1,3,6,25,1,5,0.5,10,3.3333333333333335
11096,0.5949623055494521,1,69,0,0,2,5,19,2,4,0.4,0,0.0
11097,0.5636948457174504,1,93,4,0,3,3,12,2,2,1.0,4,1.3333333333333333
11099,0.46167660385546233,0,116,11,0,4,5,37,1,5,0.8,11,2.75
11141,0.45335524578161823,0,28,1,0,6,4,20,1,5,1.5,1,0.16666666666666666
11145,0.5112612962181817,1,103,10,20,5,5,25,1,4,1.0,30,6.0
11158,0.5839065274152202,1,48,2,0,2,6,11,1,5,0.3333333333333333,2,1.0
11159,0.5810268624971847,0,53,8,0,1,5,24,1,5,0.2,8,8.0
11162,0.5297557979646583,0,211,16,1,2,6,62,1,5,0.3333333333333333,17,8.5
11179,0.6092736890901058,0,137,0,14,2,6,35,1,5,0.3333333333333333,14,7.0
11189,0.5578219991179659,0,3,0,0,1,3,4,1,5,0.3333333333333333,0,0.0
11190,0.4377687225462599,0,273,8,24,4,6,34,1,5,0.6666666666666666,32,8.0
11194,0.5443452484656467,0,113,19,0,3,6,12,1,5,0.5,19,6.333333333333333
11202,0.6411594221457355,0,23,1,0,1,4,16,2,4,0.25,1,1.0
11222,0.5159512165470255,1,221,14,0,2,6,26,1,5,0.3333333333333333,14,7.0
11225,0.644163139087582,1,94,2,21,1,5,21,1,5,0.2,23,23.0
11226,0.5680981917139263,0,47,4,0,2,5,24,2,4,0.4,4,2.0
11253,0.5836116949233195,1,29,0,6,3,6,11,1,5,0.5,6,2.0
11255,0.5894316996207126,0,23,0,0,1,2,14,1,2,0.5,0,0.0
11272,0.5304211717428561,0,79,0,1,2,5,42,1,5,0.4,1,0.5
11293,0.6022659596168807,1,22,2,3,1,3,8,2,4,0.3333333333333333,5,5.0
11294,0.5663376724646795,0,19,10,0,1,6,18,1,5,0.16666666666666666,10,10.0
11295,0.47089096024435056,0,72,7,0,4,6,19,1,5,0.6666666666666666,7,1.75
11304,0.6258025970873122,1,20,3,0,1,4,5,3,3,0.25,3,3.0
11313,0.6278254517422802,0,6,0,0,1,4,4,2,3,0.25,0,0.0
11323,0.43309696973558764,0,59,3,0,4,6,25,1,5,0.6666666666666666,3,0.75
11327,0.5142246478264347,1,77,1,0,3,6,21,1,5,0.5,1,0.3333333333333333
11328,0.6170480412615394,1,53,6,0,1,5,18,2,4,0.2,6,6.0
11341,0.6439993265316452,0,40,0,0,1,4,14,1,5,0.25,0,0.0
11344,0.6708984673878626,1,143,3,16,2,6,45,1,5,0.3333333333333333,19,9.5
11379,0.4576342116304684,1,106,5,0,5,6,31,1,5,0.8333333333333334,5,1.0
11380,0.4191563644891534,0,132,5,27,4,6,37,1,5,0.6666666666666666,32,8.0
11386,0.6174043071649974,1,48,0,3,1,4,19,1,5,0.25,3,3.0
11393,0.45094913292794636,0,139,14,0,4,6,43,1,5,0.6666666666666666,14,3.5
11395,0.6137933302189101,0,20,0,1,1,6,10,1,5,0.16666666666666666,1,1.0
11403,0.4913119555072811,0,59,0,5,3,4,15,2,4,0.75,5,1.6666666666666667
11413,0.6030101383198861,1,46,3,1,1,5,5,2,4,0.2,4,4.0
11417,0.5686631726965004,0,109,3,6,3,6,32,1,5,0.5,9,3.0
11435,0.4986818599464498,1,64,3,0,4,4,10,1,5,1.0,3,0.75
11440,0.6061841706814348,0,8,0,0,1,4,4,1,5,0.25,0,0.0
11450,0.4669700041744438,1,206,23,1,4,6,30,1,5,0.6666666666666666,24,6.0
11465,0.5633847122713129,0,44,2,0,2,5,13,1,4,0.4,2,1.0
11495,0.4798806847848659,0,195,19,0,3,5,50,2,4,0.6,19,6.333333333333333
11497,0.5795672353891513,1,130,0,0,2,5,20,2,4,0.4,0,0.0
11498,0.539939352586943,0,61,8,7,3,6,21,1,5,0.5,15,5.0
11501,0.5751886362555255,1,42,0,0,2,5,19,1,5,0.4,0,0.0
11503,0.6567997017731139,0,159,2,2,1,6,36,1,5,0.16666666666666666,4,4.0
11504,0.44879330658036254,1,81,6,0,7,5,23,1,5,1.4,6,0.8571428571428571
11507,0.5960607183207091,0,30,7,0,1,4,19,1,5,0.25,7,7.0
11509,0.5745281635117137,0,230,6,1,1,5,24,2,4,0.2,7,7.0
11517,0.5995891930746605,0,3,1,0,1,3,3,1,3,0.3333333333333333,1,1.0
11540,0.6018192440926982,1,44,0,8,1,5,19,1,4,0.2,8,8.0
11552,0.48163434502879304,1,27,2,0,4,4,11,1,5,1.0,2,0.5
11588,0.5167430029587688,1,14,0,1,2,3,4,1,5,0.6666666666666666,1,0.5
11594,0.584862135689341,0,23,5,2,1,4,9,1,3,0.25,7,7.0
11601,0.5441499757639432,1,38,9,0,2,5,19,1,5,0.4,9,4.5
11610,0.5697708674456314,1,194,7,0,3,6,35,1,5,0.5,7,2.3333333333333335
11611,0.5562675760315307,1,43,2,0,2,5,16,1,5,0.4,2,1.0
11619,0.5934451826725058,0,64,2,10,2,6,13,1,5,0.3333333333333333,12,6.0
11625,0.5885703490677693,0,19,1,2,1,5,14,1,5,0.2,3,3.0
11663,0.7399174317172126,1,188,49,0,1,3,27,4,2,0.3333333333333333,49,49.0
11666,0.5313893066850075,1,36,0,0,3,5,19,1,5,0.6,0,0.0
11708,0.5757652100825071,0,77,6,0,2,5,16,1,4,0.4,6,3.0
11714,0.5804702244982859,0,45,2,11,2,6,22,1,5,0.3333333333333333,13,6.5
11721,0.3685257425313739,0,17,4,0,6,6,21,1,5,1.0,4,0.6666666666666666
11730,0.5447666004804254,0,141,3,9,3,5,26,1,5,0.6,12,4.0
11736,0.5956169784376046,1,16,4,0,1,5,11,1,5,0.2,4,4.0
11740,0.5735551478786258,1,13,2,0,2,4,6,2,4,0.5,2,1.0
11763,0.5868625402327571,0,27,4,0,1,2,11,2,4,0.5,4,4.0
11770,0.5728545266489292,1,75,1,0,2,5,10,1,4,0.4,1,0.5
11774,0.5049131872469027,1,14,2,0,3,3,10,2,2,1.0,2,0.6666666666666666
11783,0.6141206150652613,0,94,0,1,1,6,24,1,5,0.16666666666666666,1,1.0
11800,0.6411448764892634,0,22,0,0,1,4,9,2,4,0.25,0,0.0
11835,0.5652412369145162,1,45,2,0,2,4,17,1,5,0.5,2,1.0
11839,0.6732658200899688,1,183,6,0,1,6,23,1,5,0.16666666666666666,6,6.0
11855,0.48459355581246294,1,27,0,0,4,4,14,3,3,1.0,0,0.0
11897,0.6242087280609107,1,11,0,1,1,2,9,2,3,0.5,1,1.0
11900,0.2457429399666644,0,15,0,0,4,1,7,5,0,4.0,0,0.0
11912,0.6371324580005523,1,68,6,0,1,3,14,1,2,0.3333333333333333,6,6.0
